[2024-12-30 16:21:23] This is codeql database index-files --working-dir=. --include-extension=.htm --include-extension=.html --include-extension=.xhtm --include-extension=.xhtml --include-extension=.vue --size-limit 10m --language html -- /Users/test/Desktop/trafficcontrol/trafficcontrol_vuln
[2024-12-30 16:21:23] Log file was started late.
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic_router_golang/crstatespoller...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic_router_golang/httpsrvr...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic_router_golang/toutil...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic_router_golang/crconfig...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic_router_golang/coveragezone...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic_router_golang/quadtree...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/documentation.styles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/support...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/fixtures...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/types...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/cdns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/users/tenant...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/users/role...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/parameters...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/cacheGroups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/cacheGroups/asns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/cacheGroups/regions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/cacheGroups/coordinates...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/cacheGroups/divisions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/deliveryServices...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/profiles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/statuses...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/servers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/servers/capabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/cypress/e2e/servers/physical.location...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/build...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/build/etc...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/build/etc/init.d...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/build/etc/logrotate.d...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/misc...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/misc/isogeneration-form...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/types...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/types/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/types/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cdns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cdns/cdn-table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cdns/cdn-detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/deliveryservice...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/deliveryservice/ds-card...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/deliveryservice/invalidation-jobs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/deliveryservice/invalidation-jobs/new-invalidation-job-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/deliveryservice/new-delivery-service...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/topologies...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/topologies/topology-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/dashboard...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/certs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/certs/cert-author...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/certs/cert-detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/certs/cert-viewer...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/user-registration-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/user-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/roles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/roles/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/roles/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/tenants...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/users/tenants/tenant-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/parameters...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/parameters/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/parameters/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/asns...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/asns/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/asns/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/regions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/regions/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/regions/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/coordinates...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/coordinates/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/coordinates/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/cache-group-table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/divisions...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/divisions/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/divisions/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/cache-groups/cache-group-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/change-logs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/change-logs/last-days...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/profiles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/profiles/profile-detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/profiles/profile-table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/statuses...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/statuses/status-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/statuses/statuses-table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/origins...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/origins/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/origins/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/capabilities...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/capabilities/capability-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/servers-table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/update-status...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/phys-loc...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/phys-loc/detail...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/phys-loc/table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/servers/server-details...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/currentuser...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/core/currentuser/update-password-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/utils...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/tree-select...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/generic-table...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/generic-table/download-options...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/loading...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/alert...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/table-components...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/table-components/email-cell-renderer...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/table-components/telephone-cell-renderer...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/table-components/ssh-cell-renderer...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/table-components/boolean-filter...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/table-components/update-cell-renderer...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/obscured-text-input...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/import-json-txt...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/theme-manager...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/current-user...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/navigation...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/navigation/tp-sidebar...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/navigation/tp-header...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/charts...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/dialogs...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/dialogs/text-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/dialogs/decision-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/dialogs/collection-choice-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/interceptor...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/shared/validation...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/models...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/api...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/api/testing...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/custom...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/login...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/login/reset-password-dialog...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/app/guards...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/environments...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/styles...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/styles/themes...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/traffic-portal/src/assets...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/webfront...
[2024-12-30 16:21:23] [PROGRESS] resolve files> Scanning /Users/test/Desktop/trafficcontrol/experimental/webfront/simpleserver...
